# sm_10.0_10.4. - sm_10.4_10.7. - sm_10.7_11.0. - sm_11.0_11.2. - sm_11.2_11.4. - sm_11.4_11.6. - sm_11.6_15.0. - sm_11.0_15.0.
    0.0311    65.8783    18.9344    61.9196    13.0131    93.3872    12.4217   118.1653    20.0649   194.7301    29.1179   241.0116    51.2156   123.9511   125.8373   150.1394    15.5774
    0.0463     1.4346    11.6211    49.1081     8.4366    41.8822     8.8239    83.6951    12.6854   130.7626    20.7573    88.4524    39.9078   274.5308   108.5744   100.1610    10.1663
    0.0691    20.4154     7.5836    28.2796     5.8869    37.5382     5.4583    53.5450     8.6428   104.5674    13.4075   146.4233    27.3994   228.3246    75.8749    78.4414     7.4277
    0.1031    14.5633     4.8577    22.1467     4.4426    28.9896     4.1781    46.4539     5.8538    75.5565     8.2604   150.7921    15.8059   164.0043    46.7367    65.3027     4.7271
    0.1539    15.0833     3.7511    13.8391     2.6615    24.0852     2.4469    30.9021     4.3999    60.1134     5.5348   101.4070    11.2642   208.0974    31.0941    47.7740     3.4957
    0.2296     7.9606     2.4004    11.5377     1.8336    14.8844     1.7495    28.9549     2.5888    41.8932     3.6538    68.7521     6.9105   149.3126    19.9220    37.6655     1.9830
    0.3425     8.0848     1.6377     7.4337     1.2313    10.8529     1.0654    19.9247     1.7677    28.8274     2.2981    59.7830     5.3201    97.0246    11.3561    26.9154     1.4025
    0.5109     8.8048     1.1057     6.8557     0.8242     7.3906     0.8581    12.4569     1.1773    19.2404     1.7361    36.4550     3.3648    62.6495     8.4731    17.1493     0.9772
    0.7622     8.3289     0.8918     7.0944     0.6184     5.9089     0.5541     8.0206     0.6450    12.5528     1.1205    24.2217     1.9856    56.8304     5.6280    11.3917     0.5685
    1.1370     6.8616     0.7329     5.1447     0.4827     4.7326     0.3808     5.6258     0.5459     7.8710     0.7427    14.5363     1.4422    34.3369     3.8904     7.4269     0.4617
    1.6962     4.0786     0.4922     3.9787     0.3567     3.5252     0.2931     2.9547     0.3468     5.7556     0.5251     9.8634     0.9090    19.1795     2.4852     4.5804     0.2972
    2.5305     2.6655     0.3574     2.5846     0.2596     2.2926     0.1960     2.4923     0.2510     3.2237     0.3367     4.7879     0.6359    10.2602     1.5515     2.9989     0.2040
    3.7751     2.1241     0.3146     1.6837     0.2092     1.7342     0.1354     1.9384     0.1828     2.3734     0.2419     3.4252     0.4381     5.7596     1.1141     2.2357     0.1439
    5.6317     1.3395     0.2766     1.0527     0.1554     0.9782     0.1209     0.9359     0.1389     1.3864     0.1862     1.6271     0.3164     3.9240     0.7485     1.1638     0.1154
    8.4015     1.1952     0.2399     1.0302     0.1404     0.9734     0.1021     0.9562     0.1032     1.1077     0.1198     1.0558     0.2039     1.8688     0.5456     1.0154     0.0856

